UniqID,Name,TextParagraph,Prominence
991,Energy Supply Association of Australia,"the department of climate change and energy efficiency data shows that australia's top 292 emitters pumped out 341 million tonnes of direct carbon emissions, leading to potential revenue of $8.2 billion if there was a carbon tax of $25 per tonne. then there is the financial impact on electricity generators themselves. energy supply association of australia chief executive, brad page, said:",3
1415,Palliative Care Australia," like many in this place i had the pleasure of attending a breakfast held by palliative care australia last week. i want to acknowledge the terrific work of palliative care australia, and i am happy to say that the ceo, dr yvonne luxford, has been a regular visitor to my office over many years. she is a fierce advocate for palliative care. i congratulate her and her new team on their new logo and branding. according to palliative care australia: 75 per cent of australians would prefer to die at home, but less than 25 per cent do; 70 per cent of people who die each year would benefit from palliative care services yet only 20 per cent do; less than 15 per cent of people who died in residential aged care in 2011-2012 were assessed as needing palliative care before they died; and, more than 50 per cent of people who lost a loved one recently had not discussed end of life care with them, and their family were not confident to carry out the wishes of their loved one.",3
873,Communications Alliance, the government's policy in relation to specifications was set out in the 9 december 2010 policy statement. nbn co. will provide specifications for use where a developer wishes to use nbn co. the specifications will also be provided to the communications alliance with a view to having these specifications endorsed for general use by industry as soon as possible.,4
354,Australian Food and Grocery Council,australian food and grocery council melbourne zoo,666
873,Communications Alliance," (d) the roles and functions of the various bodies currently involved in the regulation of the telecommunications industry, including the australian communications and media authority, the attorney-general's department, the office of the privacy commissioner, the telecommunications industry ombudsman, and communications alliance; and",1
1621,Tennis Australia," mr speaker, would you please advise or make appropriate inquiries as to whether the tennis australia event held yesterday evening at parliament house was a government funded event or a labor party funded event? if it was a government funded event, were representatives of tennis australia explicitly requested not to mention the event to members of the coalition? i ask this because, when i stopped to greet some of my friends from tennis australia, a staff member of the minister for small business asked me to leave, as it was 'an alp function'.",1
930,Customs Brokers and Forwarders Council of Australia," the second inquiry was conducted by the senate foreign affairs, defence and trade legislation committee which examined the provisions of the bills before the chamber, and we welcome the second report. during a prior inquiry into bills relating to the implementation of the kafta—the korea-australia free trade agreement—the senate legal and constitutional affairs legislation committee recommended that customs make available a table which refers to each of the specific provisions of the kafta, and identify where those provisions have been adopted or have been proposed to be adopted into legislation, regulation or procedure. such a table was subsequently produced and is now available on the australian customs and border protection service website. this is a practice which arose directly out of senate committee recommendations—an example of government and legislative process being improved through the adoption of senate committee recommendations—and i urge the government to continue to take this approach. i understand that a similar table in relation to the partnership agreement before us is not yet available, and will be after the legislative processes are finalised. labor's suggestion is that the recommendation of the committee—that the customs service make publicly available the table which refers to each specific provision and which also identifies where those provisions have been adopted or are proposed to be adopted, whether in the bills otherwise in legislation or regulations or by procedure—be accepted. so, consistent with recommendations not just from the senate committee but also from groups such as the customs brokers and forwarders council of australia and the export council of australia, i would ask the government to ensure that the table for the japan-australia economic partnership agreement be published today. i note that the minister's adviser is here in the box and i wonder if he could do us the courtesy, perhaps, of passing that indication from the opposition on to the government, particularly in light of our facilitation of the legislation before the chamber.",3
535,Australian Newsagents' Federation," in january and february 2011, the department consulted with the following organisations representing small retailers about implementation of the plain-packaging measure: council of small business organisations of australia, australian newsagents federation, master grocers australia, service station association, tobacco station group and national independent retailers association. the consultations with the retailers took as the starting point the department's approach in testing visibility of font from one metre to enable ready brand identification in retail settings.",4
539,Australian Nursing Federation," i was really struck when i saw reports about how australia was falling behind the united states and europe, and certainly when dr karen daly attended a nursing conference. she has a phd and has been a campaigner for safety in the united states for a long time. the president of the american nurses association indicated that australia needed to get on board with the united states and europe in this regard. i have also had discussions in the past with people from the queensland nurses union. i know beth mohle, the secretary of the queensland nurses union, has been a strong advocate in this area for a very long time back in my home state of queensland. but i also noticed the comments of lee thomas, the federal secretary of the australian nursing federation, saying the health sector should align its safety protocols with legislation that requires use of engineering controls to eliminate foreseeable workplace hazards. lee was quoted as saying: she called for safety-engineered devices to be made available sooner rather than later. it is not just nurses but also people who work in medical administration who may be exposed to this problem. i commend also the alliance for sharps safety and needlestick prevention in healthcare. it is an alliance of a lot of organisations, including the australian nursing federation, the australasian society for infectious diseases, the australian society for microbiology, the royal college of nursing australia, the royal college of pathologists of australasia, and a number of other organisations who have been pushing this issue for quite a long time.",3
1010,Family First,leader and whip of the family first party,666
1244,Maritime Union of Australia," (1) how many former maritime union of australia officials are now employed as fair work inspectors? (1) the fair work ombudsman is not aware that any of its fair work inspectors are former maritime union of australia officials. nor does the agency retain records of fair work inspectors' prior union membership. the fair work ombudsman is committed to respecting staff members' privacy. the fair work ombudsman does not collect and record personal information unless the personal information is collected for a lawful purpose that is directly related to a function or activity of the fair work ombudsman and the collection of that personal information is necessary for, or directly related to, that purpose.",1
711,Australian Water Association," beyond the national irrigators' council and the national farmers' federation—two incredibly important players, i acknowledge that, in the process of water reform—every other stakeholder, as far as i can tell, is opposed to this bill. the two other significant peak bodies—the australian water association and the water services association of australia—indicated quite strongly their opposition to the abolition of the national water commission. the water services association of australia in its evidence to the senate inquiry around this bill said of the abolition that it:",3
182,Australian Association of Social Workers," many of australia's mental health and health organisations are united in their concern about the standards of mental health care in our detention centres. they include a long list of organisations: the australian college of mental health nurses; the australian nursing federation; the australian medical association; the royal australian and new zealand college of psychiatrists; the mental health council of australia; the brain and mind research institute; orygen youth health; the national mental health consumer and carer forum; the australian psychological society; sane australia; professor louise newman, royal college of nursing australia; lifeline australia; the australian college of psychological medicine; the mental health research institute; catholic social services australia; the mental health association of central australia; the alcohol and other drugs council of australia; the australian association of social workers; the royal australian college of general practitioners; and suicide prevention australia. last year, they were united in demanding that there be an independent investigation into the standards of mental health care in our detention centres because we know that detention centres wreck people's minds.",3
878,Community Broadcasting Association of Australia," (parkes—the nationals chief whip) (13:40): and now for some good news! i would like to congratulate gilgandra community radio station, war fm, for winning two prestigious national awards at the 2015 community broadcasting association of australia conference at the crown plaza in terrigal last month. there was an award for excellence in community participation, and susan 'del' gordon won the award for outstanding volunteer contribution.",1
1389,Oaktree Foundation,"—i rise tonight to speak about a campaign that i will be taking part in. hopefully, in the five minutes that it takes me to give this speech, i will be able to convince my parliamentary colleagues here in the chamber today—like the member for maribyrnong, the member for oxley, the member for parramatta, the member for blair and maybe even you, mr speaker—to participate with me. i will be taking part in a fantastic campaign called live below the line, which is a joint initiative of the oaktree foundation and the global poverty project.",1
1055,Fred Hollows Foundation," (ryan) (17:06): i rise today to acknowledge the amazing work of the fred hollows foundation as they celebrate 20 years of restoring people's sight. i was pleased to be part of that recognition recently on 23 august at the official launch of in fred's footsteps: 20 years of restoring sight, a new book that charts the foundation's impact and achievements over the last two decades, and the following week, at a photo exhibition and event hosted by the premier of queensland, campbell newman. for the past 20 years, the fred hollows foundation has been working to restore vision to millions around the world, as well as teaching people in developing countries to undertake cataract surgery and manufacture eye lenses for themselves. indeed, since 1942 they have worked with blindness prevention organisations in 42 countries throughout africa, asia, the middle east, australia and the pacific region. fred hollows believed that everyone, everywhere, should have access to the best that modern medical knowledge can provide. as fred once said: 'every eye is an eye. when you are doing the surgery there, that is just as important as if you were doing eye surgery on the prime minister or the king.' as brian doolan, the ceo of the fred hollows foundation said in the book's introduction: the fred hollows foundation now operates in more than 20 countries. in the past five years alone, nearly one million sight-restoring operations and eye treatments have been carried out, which is approximately one every 2.6 minutes. the foundation has successfully developed a clear five-point strategy that is highly aligned with the international vision 2020: the right to sight. basically, that strategy is to (1) treat the disease, (2) ensure the local people are trained, (3) give the workers the tools to do their job, (4) build political will, and (5) ensure organisational strength. over the past 20 years, more than 220,000 australians and 10,000 organisations have put their hands in their pockets to support the work that fred began. the fred hollows foundation is a truly extraordinary organisation—indeed, it is a development organisation, not a medical charity. i commend the foundation on its 20th anniversary and urge all australians to help it to continue its vital work both in our own communities and overseas. as fred himself said in 1992: the world is a better place thanks to the aspirations of fred hollows and the ongoing work carried out by his widow, gabi, and the fred hollows foundation.",3
752,Benevolent Society," while i do welcome initiatives to help welfare-dependent teenage mothers get back to school, along with the support to help long-term welfare recipients get back into the workforce, i believe it is a shame that the government is only trialling these measures, as they could potentially bring positive change to so many struggling families within the macarthur region. for too long the people of macarthur have been stereotyped and it is a shame that the pilot program for teenage mums will not be trialled in my electorate even though it was announced in ambarvale by the prime minister. the tough love announcement was not very well received by community leaders. why announce it in the macarthur region and then not trial it there? just using the people of macarthur as tools to promote policy and then not spend a cent to assist them is beyond comprehension. the benevolent society, although welcoming the prime minister's announcement, also criticised the removal of payments to parents supporting young children as not helpful under any circumstances. ",3
1015,Federal Chamber of Automotive Industries," in terms of the agreement under consideration here, the federal chamber of automotive industries believes that non-tariff barriers and local content rules that are in place in malaysia make it unlikely that australian-built vehicles will be exported to malaysia. conversely, the chamber believes the agreement will facilitate a significant increase in malaysian vehicle imports to australia.",3
1481,Reconciliation Australia," (iii) and develop mechanisms to build further engagement and support for the constitutional recognition of aboriginal and torres strait islander peoples across all sectors of the community, including aboriginal and torres strait islander peoples; and taking into account and complementing the existing work being undertaken by reconciliation australia; and; (iv) research and findings from work currently being undertaken by reconciliation australia on raising awareness and support for constitutional recognition of aboriginal and torres strait islander peoples; (v) advice from the legal workshops being led by reconciliation australia and the need to seek constitutional legal advice regarding the content of any referendum proposals; this government supports constitutional change to recognise the unique and special place of aboriginal and torres strait islander peoples, and we are committed to achieving this. we appointed an expert panel to develop options for constitutional change to help us work out how best to recognise indigenous australians in the constitution. now, for the first time, we have specific proposals on how to recognise aboriginal and torres strait islander peoples in the constitution, and i thank the expert panel members for their excellent work in developing these proposals. we are now working, through reconciliation australia and you me unity, to build a movement for change of our constitution. ",3
935,Dairy Industry Association of Australia," boosey creek cheese have won numerous nationally recognised awards over the years. in 2013 their warby red won gold at the 2013 victoria and dairy industry association of australia awards and the royal melbourne fine food awards. their warby red also won the siliker award, which is a trophy for the highest scoring camembert-brie style cheese in australia. more recently, boosey creek cheese won gold for their boosey soft creamy camembert and a silver for their warby red wash rind at the 2014 sydney royal cheese and dairy produce show awards. boosey creek cheeses use local names for their champion cheeses like warby red, which is named after the nearby warby ranges and takes up the colour of the great red granite in the warbys. ",1
369,Australian German Association," i would like to conclude by noting some of the organisations in south australia that have funding which is now in doubt as a result of the decision of this government. they include the african communities council of south australia, the saint spyridon greek orthodox community, the chinese welfare services of sa, the hungarian club of sa, the south australian german association, the croatian club adelaide inc., czechoslovak club in south australia, the inter-italian sports and social club of adelaide, the muslim women's association of sa, the serbian community of sa, the south australian lebanese women's association— (time expired)",1
1010,Family First,"this legislation comes to the parliament today with, i would have to say, a history of opposition from the opposition. it was previously debated in the last parliament, in 2008-09. the opposition voted against it in the house. in the senate the greens and senator xenophon supported the legislation we have before us today and unfortunately the coalition and senator fielding, from family first, voted against it—voted against transparency, voted against letting the people know where we get our political donations from and voted against us submitting our returns in a timely manner. they voted against all the good points this legislation contains.",1
1595,Stockbrokers Association of Australia,- key industry associations: the australian financial markets association (afma) and the stockbrokers association of australia (saa).,666
625,Australian Shareholders' Association," all this occurred one day after the qantas agm. the australian shareholders association, talking about the matter, said, 'today the asa believes that management had the ability to make applications under the fair work act without disrupting customers and damaging the airline's global brand.' that is what shareholders had to say about this decision.",3
1369,National Tourism Alliance," i would like at this time to commend the tourism bodies that have led a very concerted and well-researched campaign on this: the tourism and transport forum, the australian federation of travel agents, the national tourism alliance and the australian tourism export council. in my electorate of leichhardt, tourism, of course, is one of the mainstay industries that have had a very, very tough time in recent years. no-one would argue that the tourism industry is not an industry that is exposed to factors such as the high value of the dollar and, of course, economic confidence.",4
616,Australian Secondary Principals Association," i could not agree more. on national professional standards for teachers, sheree vertigan, who is from the australian secondary principals association, said:",3
407,Australian Industry Group,"—my question is directed to the minister representing the prime minister, senator evans. i refer to the prime minister's remarks to the australian industry group dinner last night that 'a deal is a deal and a signature means that you agree'. minister, when the government signed the heads of agreement with bhp billiton, rio tinto and xstrata on the evening of 1 july—a document the prime minister described as 'a final agreement'—was that a deal and did the government's signature mean that it agreed?",1
125,Australia Tibet Council," (leichhardt) (11:11): on monday this week the australian all-party parliamentary group for tibet held an event in the parliament for tibet advocacy day. the aapgt is a bipartisan group whose purpose is to amplify tibet's voice in parliament through events such as tibet advocacy day. this year's event had a special focus on political prisoners and the human rights situation in tibet. together with my co-chair, michael danby mp, and other members of the group, we heard some telling personal stories from delegates whose lives have been directly impacted by china's harsh policies in tibet: mr lobsang lungtok, co-chair of the australia tibet council, previously a political prisoner in tibet; mr sonam paljor, australia tibet council board member; and ms tenzin chokey from south australia. tenzin visited parliament last year for advocacy day and is now working as a nurse in adelaide. the delegates' message to parliamentarians was to call upon the chinese government to release two political prisoners in particular: mr tenzin delek rinpoche and mr runggye adak. on 1 august 2007, runggye adak, a nomad from eastern tibet, stepped onstage at an official function at the lithang horse racing festival. while on stage he boldly grabbed the microphone and addressed a crowd of several thousand tibetans who had gathered for the annual festival, and he publicly called for the return of the dalai lama to tibet. for this simple, brave, passionate act he was arrested and sentenced to eight years in prison by the chinese authorities, who charged him with 'provocation to subvert state power'. runggye adak has now spent over seven years in prison and is in seriously poor health. the australia tibet council is calling on the australian government to seek confirmation that mr adak will be released at the completion of his sentence and that his political rights will not be suspended. the delegates also raised 31 march as the last day for countries to join the asian infrastructure investment bank, and it is believed the bank plans to build 20 dams across tibet. tibet is the source of five major rivers that feed into india, china, bangladesh and pakistan. if this water gets affected upstream, it could cause devastation in neighbouring countries downstream, given these countries all have agri-based economies. it is important that there be greater transparency about how the population in the fragile tibetan plateau will be affected by these dams. tibetans are not against development, but they want to make sure that development is inclusive of human rights, and you certainly cannot argue about that. our group had actually requested a visit to tibet to see the conditions firsthand, following discussions i initiated with the visiting chinese ambassador in early 2014. we are still waiting on that to be confirmed: we hope the proposal will be accepted, and we appreciate the assistance that we have had from our foreign minister, julie bishop. china must understand that if it has nothing to hide in tibet then there is no reason why unsupervised visits to the tibetan region should not be allowed. as we look towards 2015, we look forward to celebrating his holiness the dalai lama's birthday in july and continuing to support the great work of the australia tibet council to help create a better future for tibet.",3
508,Australian Mines and Metals Association, australian mines and metals association australian mines and metals association,666
749,Basketball Australia, 3. basketball australia,666
1655,Transport Workers' Union of Australia," it is worth making the point at this juncture that, through countless inquiries, responses to incidents, responses to the media interest that has been aroused by this, and in dealing with families that have been traumatised, there is one organisation that has continuously, passionately and determinedly pressed the case for something to be done. i want to place on the record my admiration for the transport workers union of australia—in particular tony sheldon, michael kane, who i notice up in the gallery, and my friend and colleague the new south wales secretary wayne forno. in years to come, people will be able to say that the work done by this organisation has saved their lives or spared them from injury. there are people in this chamber who say that too much power has been wielded by one organisation in this matter; but to be honest i thank god that that power has been exercised because families have not had to be traumatised by the death of their loved ones, whether they are the people driving those vehicles or general commuters involved in accidents. i congratulate the twu for the work they have done.",4
603,Australian Retailers Association,,666
56,Animals Australia," in the past week, another internationally renowned slaughter expert, dr mohan raj, of bristol university in the united kingdom, wrote to prime minister gillard in support of professor grandin's findings that the mark 1 box is inhumane and should never be used. dr mohan raj is an expert adviser to the european commission and on the working groups of the oie, the world organisation for animal health. in his letter to the prime minister, dr raj concluded that the slaughterhouses documented in the animals australia footage are 'in breach of even the minimum standards of animal welfare adopted by the 174 oie member countries' and, further, that it is worth noting that the 'oie codes are not intended as auditable standards or as best practice but as basic minimum standards for developing countries'.",1
1642,The Tax Institute," to enable the committee to gain a broader and deeper view of the operations of the tax office, the latest hearing was conducted with an expanded format and additional participants. participants included the ato's external scrutiny bodies—the taxation ombudsman; the inspector-general of taxation; and the auditor-general. in addition, the tax institute and the association of taxation and management accountants provided a voice to the professional bodies during the hearing. in closing, i wish to thank all those who participated and assisted the committee with its work, in particular the commissioner of taxation, the ombudsman, the auditor-general and the inspector-general of taxation. i would also like to thank the representatives of the tax institute and the association of taxation and management accountants. i once again thank the secretariat of the joint committee of public accounts and audit for their work and, at this time of year, wish them a very merry christmas. i commend the report to the house.",4
1358,National Rural Health Alliance," the national rural health alliance estimates that the actual deficit in funding rural health requirements is in the order of $2.1 billion. that group highlights a range of other inequities, but in terms of the budget that is the quantum, that is the magnitude, that we are talking about. the government has responded with a number of initiatives and plans—for example, the national strategic framework for rural and remote health. on the surface that sounds good, except for the fact that, again, it does not actually take into account what rural health practitioners in communities are telling them. you have to question whether all the money placed into developing that framework, if it is not taking account of what is happening on the ground, is money well spent.",3
245,Australian Christian Lobby," i am pleased that the government has changed its party platform and are allowing its members to have a conscience vote. but we urgently need better leadership on this issue from the prime minister. i would think that after last week's ridiculous comments from the australian christian lobby there can no longer be any reason for the prime minister to seek to placate them and to remain silent, and to oppose same-sex marriage. by the same token, it seems to run completely counter to the notions of liberalism that we have tony abbott not allowing his members a conscience vote. how completely ridiculous is that? we have seen recent polls that show 52 per cent of coalition voters support equal marriage rights—and i would have thought that tony abbott would listen to polls, if nothing else; likewise, we have 64 per cent of australians who support marriage equality. frankly, it is about time we saw some leadership from both the prime minister and mr abbott in allowing a conscience vote, and in allowing this really important bill that the community wants to see passed go through. ",1
1437,Police Federation of Australia," i point out that the police federation of australia, in their submission to the inquiry, said that the proposed amendments are justified on the grounds that they ensure that the migration regime is properly 'enforced in a manner that best protects the australian community'.",3
1021,Federation of Automotive Products Manufacturers," the federation of automotive products manufacturers chief executive officer, richard reilly, said:",3
840,Children with Disability Australia," there is nothing specific in the bill or in the regulation that creates any concrete expectations that education systems will be able to delivery fully on the national disability standards, or that australia's obligations as a signatory to the un convention on the rights of persons with disabilities or the un convention on the rights of the child will be met. it would seem quite relevant to me, and it was certainly a position put by children with disability australia that, at the very minimum, the obligations of this government to meet those standards should be referenced somewhere in the bill. children with disability australia described it as a national disgrace. they pointed out that 63 per cent of school children with a disability experience difficulty fitting in at school, 29.6 per cent of people between 15 and 64 with a disability completed year 12 compared to 49.3 per cent of people without a disability—that is almost half. they added that 12.7 per cent of people with a disability have a bachelor's degree or higher, and for people without a disability that figure is 19.7 per cent. around 15 per cent of australia's students require additional assistance, but only five per cent receive funded support. clearly, improving these measures over time is complex, but getting a start on it is urgent. students with disability have been marginalised in our system for long enough, and it beggars belief that, in 2013, this government would think that a system that somehow preferences special schools over students with disability in mainstream schools is a good thing. it is just unbelievable.",3
197,Australian Bankers' Association," under the formula prescribed by the bills, an entity with high earnings may incur a large entity component even though the entity only provides a small volume of designated services. there therefore exists the potential that the levy may have a disproportionate effect on those large entities which only provide designated services as an incidental part of their business. the australian bankers' association director, tony burke, said the government's clear objective was to recover costs rather than to provide any benefit to those subject to the regulation. he said:",3
1033,Finance Sector Union of Australia, finance sector union of australia finance sector union of australia ,666
197,Australian Bankers' Association," contrary to the claims of some in the house, these reforms did not appear mysteriously out of nowhere. we have had an extensive consultation process. my predecessor launched the green paper on 7 july 2010. then we announced, during the 2010 election campaign, that we would implement these very reforms. since that time, we have worked hard to consult with the banking industry to ensure these reforms were commercially workable while minimising implementation costs for industry. for example, in the lead-up to the deputy prime minister's announcement of the gillard government's comprehensive banking reform package—in the period prior, from july to december 2010—the department of the treasury met with the australian bankers' association in no less than nine highly productive, face-to-face meetings. the government has continued to work closely with industry on implem­entation. the result is a bill that minimises the implementation costs for industry while also meeting our objective to get australian families a better deal on credit cards. ",4
463,Australian Lawyers Alliance," (victoria—manager of opposition business in the senate) (11:52): i think organisations such as the australian lawyers alliance have visited a number of senators and given evidence to the senate inquiry. i understand from what senator xenophon has said that his proposed amendments in the area of compensation reflect some of the concerns of organisations such as that. i would be interested in whether you have received any legal advice as to what the practical outworking of the proposition that senator xenophon has put forward may be, just to provide a little light, because being a layman i have read amendments such as his and it is not immediately apparent as to what the practical import may be.",3
1015,Federal Chamber of Automotive Industries," the former minister never delivered on his watch the stable policy settings that he was bleating about. is a stable policy setting changing the rules in relation to fbt? is that a stable policy decision? was there any consultation with industry in relation to the change to these pre-existing fbt rules? what about this minister, this inapt, in-out minister who has the gall to talk about what may or may not have happened in relation to these issues in this government's cabinet? where was the industry minister when these fbt changes were made? where was this former minister when a stable policy setting was required? he went missing. all those opposite know what a dramatic impact this proposal had. i will go through some of the commentary. the federal chamber of automotive industries, the fcai, undertook an analysis of the likely impact of the former government's decision, describing it as terrible news for the industry and concluding that it could have a dire effect on australian car production, including on the manufacturing supply chain—that is the component manufacturers. the very person we have heard bleating and seen crocodile tears from over the last week, the former minister, did not have the intestinal fortitude to ask the minister representing the minister for industry a question over three days. he is lacking intestinal fortitude, and he lacked the ability as a minister to provide the stable policy settings that might just have saved car manufacturing in this country.",3
922,Cricket Australia," it is, at best, a bitter consolation that phillip hughes died doing what he loved, but it is some consolation. he was 25 years old. he was 63 not out. the scorebook will show he will remain forever 63 not out. the outpouring of grief of his passing is a matter i have not previously witnessed for any other sportsman. it will be apparent to all in this chamber that the death of this young man has reached beyond that moment at the sydney cricket ground, and has reached well beyond cricket. in part, this is because of the quality of the overwhelmingly sensitive and appropriate coverage by the australian media of this terrible tragedy. i acknowledge the respect that they have shown. i also acknowledge the australian cricket team and cricket australia. they have been magnificent in the most difficult of circumstances.",1
1648,Timber Trade Industrial Association," i will just read through the submissions received for the inquiry. i think there is a bit of smoke and mirrors going on, that this was what i think senator wong likes to call a 'quick and dirty inquiry'. but we got a fair number of submissions, reflecting the full diversity and ideological positions of this particular area. we had the queensland nurses union, the timber merchants association of victoria, the maritime union of australia, master builders australia, the department of employment, the master plumbers and mechanical services association of australia, the australian industry group, the pharmacy guild of australia—and i really appreciate senator cameron getting in behind the pharmacy guild—the australian council of trade unions, the australian chamber of commerce and industry, the fair work commission, the australian nursing and midwifery federation, unions new south wales, the australian public transport industrial association, the australian community services employers association, the finance sector union of australia, the victorian automobile chamber of commerce, the timber trade industrial association, the australian manufacturing workers union and the national union of workers. that is a pretty comprehensive list!",4
318,Australian Education Union,"—on the substantive motion referred to by the member for sturt on the national curriculum, if and when it comes before the house, it is something that i would be inclined to support, so i would have an interest in its coming forward. i find strange things happen when i say i agree that the member for sturt puts forward some good reasons. i know that the australian education union has raised concerns about the national curriculum, and they are real concerns that do need to be explored. but i cannot support the amendment he has moved today. there is a sense of deja vu here: i recall making a similar speech to the house last week. i accept that there will be on occasions some matters that are so critically time sensitive that we will need to consider amendments such as this, but this motion has been around for some time and there has been ample opportunity to request that it be voted on. i do not know that i can speak on behalf of all of the people on the crossbench, but speaking for myself we do have an interest in there being an orderly process to ensure that private members' bills and motions come on and are voted on in an orderly fashion. to the extent that that system works, that is a system that i would seek to support. on that basis, i indicate that i will be supporting that motion, but i cannot support the amendment.",3
947,Defence Force Welfare Association," fsc, asfa, aist, isn, defence force welfare association and the rsl",666
1519,Rural Doctors Association of Australia," this morning i attended the rural doctors association of australia breakfast, at which we heard that at kalgoorlie, where there is a population of 31,000, there are limited general practitioners available. i spoke to the member for o'connor this afternoon, who told me that the city is 17 short of gps. at nearby kambalda they actually do not have any doctors at all. at mount isa there are only four gps servicing a population of 22,000. this is in line with exactly what was told to us during these hearings. it was certainly borne out this morning, when the rural doctors association of australia president, dr sheilagh cronin, said that for two areas—and i notice the member for o'connor has just joined us in the chamber—kalgoorlie and mount isa have produced billions of dollars for this nation, and to have such limited access to doctors is nothing short of a disgrace.",3
703,Australian Veterinary Association," similarly, with an average salary of $77,000, veterinary students could be left with unsustainable debts. the australian veterinary association president, dr julia nicholls, has warned that even if the interest rate is not hiked, vet students are likely to take around 30 years to pay off their student debt—repayments that would total well over $200,000. likewise, the australian nurses and midwifery association has warned that australian nurses would be 'chained to hecs fees for life' and 'forced to work into their 70s just to pay off their debt'.",3
407,Australian Industry Group, the national innovation and science agenda is a transformative document. it is a $1.1 billion commitment across 24 different measures that will transform our economy as part of the transition and as part of dealing with the uncertainty in the world economy that australia is meeting at this time. it has been well received—very well received. the australian industry group said:,3
558,Australian Petroleum Production and Exploration Association," i thank the opposition. i wish to take this opportunity to update the house on the progress of the inquiry, which the government announced early this year, into the security of our nation's offshore oil and gas facilities being conducted by the inspector of transport security, mick palmer ao apm. mr palmer has recently reported to me that his inquiry is progressing well and that he is receiving outstanding cooperation and support from the oil and gas industry. mr palmer formally launched the inquiry with a briefing to the australian petroleum production and exploration association (appea) board in perth on 10 april 2011 during their national conference.",4
992,Engineers Australia," i met with representatives of professional engineers australia—a part of professionals australia—last friday to talk about the impact of this on ford's product and development section. this is a section that not only designs vehicles that are made here in australia but also designs vehicles that are made throughout ford's production processes across the world. so impressive has it been that the government's parliamentary secretary to the minister for industry, and the member for corangamite, made the visit to the lara proving ground to have their photo taken for the geelong advertiser. despite their presence there—and it will be a bitter pill for those who saw them—the government is abolishing the automotive transformation scheme. this will drive ford to seriously reassess the viability of their continued operation in geelong beyond 2016. ",4
66,Arthritis Australia," arthritis australia is a not-for-profit organisation and the peak arthritis organisation in australia. it is supported by affiliate offices in every state and territory, including my home state of tasmania. arthritis australia relies on the generosity of community groups, individuals and corporate sponsors for most of its funding. however, it also receives funding support from the department of health and ageing for a number of its projects. arthritis australia provides a number of important services to our communities: it provides support and information to people with arthritis as well as to their families and friends; it promotes awareness among leaders in business, industry and government of the challenges faced by the many people across the community who are living with arthritis; it funds research into potential causes and possible cures as well as better ways to live with arthritis; and it aims to keep health professionals such as physiotherapists, occupational therapists and community nurses informed. arthritis australia needs and deserves all the support we can give it. this support can be given in a number of ways. you can make a donation—including a special occasion donation for birthdays, anniversaries or weddings. you can become a member, a sponsor or a volunteer. you can make a bequest in your will or invest in arthritis research. as parliamentarians we can support arthritis australia even through small actions such as putting a link to the arthritis australia website on our own personal websites, as i have done. as a member of the parliamentary friends of arthritis group i attended a meeting at parliament house for the launch of a social impact study, the voice of arthritis, which was prepared by arthritis australia. the study highlighted in detail to what degree arthritis affects the lives of people with the disease. to help improve the lives of people with arthritis, the australian government has allocated significant funds through the better arthritis and osteoporosis care initiative. better arthritis and osteoporosis care is an initiative to improve prevention of arthritis and osteoporosis, to facilitate early detection and to improve management and quality of life for people with these conditions. running since 2006, the better arthritis and osteoporosis care initiative's emphasises work on juvenile idiopathic arthritis, improved primary care, self-management and secondary and tertiary prevention. in march, during arthritis awareness week, the minister for mental health and ageing, mark butler, announced $14.4 million to continue funding this initiative for a further four years. this initiative is guided by the national action plan for osteoarthritis, rheumatoid arthritis and osteoporosis, the evidence to support the national action plan, and a national service improvement frame­work for osteoarthritis, rheumatoid arthritis and osteoporosis. it provides funding for activities under the following strategic program areas: awareness raising, consumer education and self-management, health service improvement, health professional education, data monitoring and evaluation. the department is currently working with the national peak bodies—arthritis australia and osteoporosis australia—to deliver key components of the initiative, including workplace promotion, self-management and the local exercise program. the government also provides funding to health professional bodies and other government agencies under this initiative to deliver different programs including: national monitoring and surveill­ance of arthritis and musculoskeletal con­ditions, including osteoporosis; programs to assist health professionals gain a better understanding about caring for people living with arthritis and osteoporosis; and programs to evaluate the initiative. the government is also investing significant funding through existing initiatives and the national health reforms, which will benefit all australians, including people living with arthritis and osteoporosis. some of the major features include expenditure of $206 million in 2009-10 on relevant drugs for arthritis, osteo­porosis and musculoskeletal conditions under the pharmaceutical benefits scheme; $30 million in 2010 for research into arthritis, osteoporosis and other musculo­skeletal conditions through the national health and medical research council; chronic disease management items in the medicare benefits schedule; the home and community care program, a joint australian state and territory initiative, which provides a range of services, such as domestic assistance, home maintenance, professional allied health care and nursing services in order to support people to be more independent at home and in the community.",3
